date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:06	5106/5106	---M--	200	added ('OK')	image/png	etag:%229ea33c029eff50206611391452df7c50%22	http://s21.q4cdn.com/515635695/files/design/ClientLogo.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/ClientLogo.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:06	29906/29906	---MC-	200	added ('OK')	text/javascript	date:Thu,%2004%20May%202017%2001:31:56%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Ingersoll%20Rand/www.google-analytics.com/analytics.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:06	2411/2411	---M--	200	added ('OK')	image/png	etag:%22628612a6ac9bad160a40f24cf270b4ba%22	http://s21.q4cdn.com/515635695/files/design/IngersollRandLogo-mob.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/IngersollRandLogo-mob.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:06	2221/2221	---M--	200	added ('OK')	image/png	etag:%22a9c94ac248c7536e5df442cbe2419d06%22	http://s21.q4cdn.com/515635695/files/design/ThermoKingLogo-mob.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/ThermoKingLogo-mob.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:06	1922/1922	---M--	200	added ('OK')	image/png	etag:%2247e845497da3e5f9bedd0d4655ded9ea%22	http://s21.q4cdn.com/515635695/files/design/TraneLogo-mob.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/TraneLogo-mob.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:08	17123/17123	---M--	200	added ('OK')	application/javascript	etag:%22b1e631710206b32765047d2bec147c89%22	http://q4implementation.s3.amazonaws.com/widgets/q4.api.1.12.0.min.js	C:/My%20Web%20Sites/Ingersoll%20Rand/q4implementation.s3.amazonaws.com/widgets/q4.api.1.12.0.min.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:08	4024/4024	---M-Z	200	added ('OK')	application/javascript	etag:%2280b39d15f72d21:0%22	http://q4widgets.q4web.com/slideshare/modules/slideshare.js	C:/My%20Web%20Sites/Ingersoll%20Rand/q4widgets.q4web.com/slideshare/modules/slideshare.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:08	8333/8333	---M--	200	added ('OK')	image/png	etag:%22380e8c59e4bed5aaac934929f9d17eae%22	http://s21.q4cdn.com/515635695/files/design/curve-presentation.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/curve-presentation.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:08	1277/1277	---MCZ	200	added ('OK')	application/javascript	etag:W/%22629c4665ab4d21:0%22	http://ir.ingersollrand.com/Modules/IRPortal.Modules.Event/js/EventReminder.js	C:/My%20Web%20Sites/Ingersoll%20Rand/ir.ingersollrand.com/Modules/IRPortal.Modules.Event/js/EventReminder.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:09	4948/4948	---M--	302	error ('Found')	text/html	date:Thu,%2011%20May%202017%2015:18:09%20GMT	http://ir.ingersollrand.com/files/design/curve1.png	C:/My%20Web%20Sites/Ingersoll%20Rand/ir.ingersollrand.com/files/design/curve1.1c.delayed	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:10	2545/2545	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Mar%202017%2014:20:02%20GMT	http://widgets.q4app.com/widgets/q4.addtocal.1.0.4.min.js	C:/My%20Web%20Sites/Ingersoll%20Rand/widgets.q4app.com/widgets/q4.addtocal.1.0.4.min.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:10	73412/73412	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211ec5-54e8474bb065b%22	https://static.addtoany.com/menu/page.js	C:/My%20Web%20Sites/Ingersoll%20Rand/static.addtoany.com/menu/page.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:10	98/98	---M--	200	added ('OK')	image/png	etag:%22de75de2eb00068d203224a39119021fb%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_inset-soft_25_000000_1x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_inset-soft_25_000000_1x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:10	1874/1874	---M--	200	added ('OK')	image/png	etag:%22df29c2a94c114141c8ac38da8e5d6dbb%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_gloss-wave_25_333333_500x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_gloss-wave_25_333333_500x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:10	115/115	---M--	200	added ('OK')	image/png	etag:%22b30c3ec3ee54a9faec0e79ac152ab6a3%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_20_555555_1x400.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_20_555555_1x400.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:11	135/135	---M--	200	added ('OK')	image/png	etag:%2249ade39f0e86739947880bd9315b11a5%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_40_0078a3_1x400.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_40_0078a3_1x400.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:11	17127/17127	---M--	200	added ('OK')	image/png	etag:%22024cbb7c974bc01c5c15868412c7ba23%22	http://s21.q4cdn.com/515635695/files/design/curve1.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/curve1.png	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:11	117/117	---M--	200	added ('OK')	image/png	etag:%221472fa1b8647243bd3ddf0ba7c3b810a%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_inset-soft_30_f58400_1x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_inset-soft_30_f58400_1x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:11	95/95	---M--	200	added ('OK')	image/png	etag:%22c101d1b38ed269e02de83d13feaf35e1%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_highlight-soft_80_eeeeee_1x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_highlight-soft_80_eeeeee_1x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:11	131/131	---M--	200	added ('OK')	image/png	etag:%221c6d5bd86bbf5251e1bb312c67649615%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_40_ffc73d_1x400.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_glass_40_ffc73d_1x400.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:11	40737/40737	---M--	200	added ('OK')	application/javascript	etag:%22677846fe11eefd33014c1ab6ba7d6e68%22	http://q4implementation.s3.amazonaws.com/widgets/requireslib/moment.min.js	C:/My%20Web%20Sites/Ingersoll%20Rand/q4implementation.s3.amazonaws.com/widgets/requireslib/moment.min.js	(from http://ir.ingersollrand.com/investors/overview/default.aspx)
11:18:11	4369/4369	---M--	200	added ('OK')	image/png	etag:%223f3acb42b0d2bfd5f39069b87803eebc%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_cccccc_256x240.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_cccccc_256x240.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:12	4369/4369	---M--	200	added ('OK')	image/png	etag:%22342bc03f6264c75d3f1d7f99e34295b9%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_ffffff_256x240.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:12	4369/4369	---M--	200	added ('OK')	image/png	etag:%22ebe6b6902a408fbf9cac6379a1477525%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_222222_256x240.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:12	4369/4369	---M--	200	added ('OK')	image/png	etag:%22942d7dfbe85b1c31d8477427c7799588%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_4b8e0b_256x240.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_4b8e0b_256x240.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:12	5355/5355	---M--	200	added ('OK')	image/png	etag:%22dfa5c29acf68c257803091cc0680f616%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_a83300_256x240.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-icons_a83300_256x240.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:12	180/180	---M--	200	added ('OK')	image/png	etag:%225a2bda961d4418fdb49491dffc2b1788%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_flat_50_5c5c5c_40x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_flat_50_5c5c5c_40x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:13	180/180	---M--	200	added ('OK')	image/png	etag:%225603ee1edb2ac07b5fe8f205d9d0802d%22	http://s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_flat_30_cccccc_40x100.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/jquery-ui-darkness/ui-bg_flat_30_cccccc_40x100.png	(from http://s21.q4cdn.com/515635695/files/css/jquery-ui.css)
11:18:13	1142/1142	---M--	200	added ('OK')	image/png	etag:%2280d2251996b3d60633b558a4426037f4%22	http://s21.q4cdn.com/515635695/files/design/icheck.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/icheck.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:13	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	http://s21.q4cdn.com/515635695/files/design/fancybox_sprite.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/fancybox_sprite.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:13	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	http://s21.q4cdn.com/515635695/files/design/fancybox_loading.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/fancybox_loading.gif	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:14	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	http://s21.q4cdn.com/515635695/files/design/blank.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/blank.gif	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:14	1003/1003	---M--	200	added ('OK')	image/png	etag:%2277aeaa52715b898b73c74d68c630330e%22	http://s21.q4cdn.com/515635695/files/design/fancybox_overlay.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/fancybox_overlay.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:14	6553/6553	---M--	200	added ('OK')	image/png	etag:%22ed9970ce22242421e66ff150aa97fe5f%22	http://s21.q4cdn.com/515635695/files/design/fancybox_sprite@2x.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/fancybox_sprite@2x.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:15	13984/13984	---M--	200	added ('OK')	image/gif	etag:%22f92938639fa894a0e8ded1c3368abe98%22	http://s21.q4cdn.com/515635695/files/design/fancybox_loading@2x.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/fancybox_loading@2x.gif	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:15	2128/2128	---M--	200	added ('OK')	image/gif	etag:%2224561c3e8a1972dc7cd07b8e16e3972f%22	http://s21.q4cdn.com/515635695/files/images/loader.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/images/loader.gif	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:15	1269/1269	---M--	200	added ('OK')	image/png	etag:%22d4880fb7dbdd51068bf3f9b3c3ba19f4%22	http://s21.q4cdn.com/515635695/files/design/select-icons.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/select-icons.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:15	1012/1012	---M--	200	added ('OK')	image/png	etag:%2268e5a25540bdbee88a10eed820f697a5%22	http://s21.q4cdn.com/515635695/files/design/arrow-top.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/arrow-top.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:15	601/601	---M--	200	added ('OK')	image/png	etag:%22bbb3ff4178453418d4bd611ecd705765%22	http://s21.q4cdn.com/515635695/files/design/arrow-down.png	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/arrow-down.png	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:22	36325/36325	---M--	200	added ('OK')	image/jpeg	etag:%2206e0d19a53c43ce55ea0f87b75ca172d%22	http://s21.q4cdn.com/515635695/files/design/box1.jpg	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/box1.jpg	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:28	37740/37740	---M--	200	added ('OK')	image/jpeg	etag:%222ce5c7b5501a07edd7918c459f5f15b1%22	http://s21.q4cdn.com/515635695/files/design/box2.jpg	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/box2.jpg	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:29	5852/5852	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20May%202017%2015:18:29%20GMT	http://ir.ingersollrand.com/investors/overview/mustache.js	C:/My%20Web%20Sites/Ingersoll%20Rand/ir.ingersollrand.com/investors/overview/mustache.3d.delayed	(from http://s21.q4cdn.com/515635695/files/js/q4.core.js)
11:18:31	3885/3885	---MCZ	200	added ('OK')	text/css	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	(from http://s21.q4cdn.com/515635695/files/js/q4.core.js)
11:18:33	22994/22994	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.js	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.js	(from http://s21.q4cdn.com/515635695/files/js/q4.core.js)
11:18:42	207220/207220	---M--	200	added ('OK')	image/jpeg	etag:%229b15ecdfebb21cbb188958872815a7db%22	http://s21.q4cdn.com/515635695/files/design/banner.jpg	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/banner.jpg	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:18:48	260907/260907	---M--	200	added ('OK')	image/jpeg	etag:%2291953dec9bbc663a0408a6f427f43851%22	http://s21.q4cdn.com/515635695/files/design/home-banner-mob.jpg	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/home-banner-mob.jpg	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:19:01	574143/574143	---M--	200	added ('OK')	image/jpeg	etag:%22374d0cf7325a586bcdb03f0a44b77e06%22	http://s21.q4cdn.com/515635695/files/design/home-banner.jpg	C:/My%20Web%20Sites/Ingersoll%20Rand/s21.q4cdn.com/515635695/files/design/home-banner.jpg	(from http://s21.q4cdn.com/515635695/files/css/global.css?v=26284)
11:19:01	1362/1362	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
11:19:01	6567/6567	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
11:19:01	43/43	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/blank.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
11:19:01	76/76	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_overlay.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
11:19:02	5901/5901	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_sprite@2x.png	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
11:19:02	13984/13984	---M--	200	added ('OK')	image/gif	date:Wed,%2022%20Jun%202016%2020:03:38%20GMT	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	C:/My%20Web%20Sites/Ingersoll%20Rand/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/fancybox_loading@2x.gif	(from https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css)
